sample_id	total	oxidoreductase_activity	sphingosine_hydroxylase_activity	monooxygenase_activity	electron_transfer_activity	oxygen_evolving_activity	steroid_dehydrogenase_activity	oxidoreductase_activity__acting_on_CH_OH_group_of_donors	oxidoreductase_activity__acting_on_the_CH_CH_group_of_donors	oxidoreductase_activity__acting_on_the_CH_NH2_group_of_donors	oxidoreductase_activity__acting_on_the_CH_NH_group_of_donors	oxidoreductase_activity__acting_on_NAD_P_H	oxidoreductase_activity__acting_on_other_nitrogenous_compounds_as_donors	oxidoreductase_activity__acting_on_a_sulfur_group_of_donors	oxidoreductase_activity__acting_on_a_heme_group_of_donors	oxidoreductase_activity__acting_on_diphenols_and_related_substances_as_donors	oxidoreductase_activity__acting_on_peroxide_as_acceptor	oxidoreductase_activity__acting_on_hydrogen_as_donor	oxidoreductase_activity__acting_on_single_donors_with_incorporation_of_molecular_oxygen	oxidoreductase_activity__acting_on_paired_donors__with_incorporation_or_reduction_of_molecular_oxygen	oxidoreductase_activity__acting_on_superoxide_radicals_as_acceptor	oxidoreductase_activity__acting_on_metal_ions	oxidoreductase_activity__acting_on_CH_or_CH2_groups	oxidoreductase_activity__acting_on_iron_sulfur_proteins_as_donors	oxidoreductase_activity__acting_on_reduced_flavodoxin_as_donor	oxidoreductase_activity__acting_on_the_aldehyde_or_oxo_group_of_donors	pyrogallol_hydroxytransferase_activity	X2_octaprenylphenol_hydroxylase_activity	arsenate_reductase_activity	oxidoreductase_activity__acting_on_phosphorus_or_arsenic_in_donors	sulfur_reductase_activity	selenate_reductase_activity	X2_desacetyl_2_hydroxyethyl_bacteriochlorophyllide_a_dehydrogenase_activity	glycyl_radical_enzyme_activating_activity	crotonyl_CoA_reductase_activity	NADPH_sulfur_oxidoreductase_activity	tRNA__2_methylthio_N_6__cis_hydroxy_isopentenyl_adenosine__hydroxylase_activity	geranylgeranyl_reductase_activity	violaxanthin_de_epoxidase_activity	oxidoreductase_activity__acting_on_X_H_and_Y_H_to_form_an_X_Y_bond	dioxygenase_activity	X3_8_divinyl_protochlorophyllide_a_8_vinyl_reductase_activity	uracil_oxygenase_activity	epoxyqueuosine_reductase_activity	fatty_acid_alpha_hydroxylase_activity	transmembrane_monodehydroascorbate_reductase_activity	Remaining
0159_AA34_42214_201801102_ST	18582	202.333333333333	0	6.75	35.6666666666667	0	0	193.216666666667	64.6666666666667	29.1666666666667	23.8333333333333	23.2333333333333	13.9166666666666	29.7083333333333	0	0	28.25	9.56666666666667	11.5	1.41666666666667	3.5	0.333333333333333	79.6666666666666	20.1333333333333	0	94.4333333333333	0	0	0	0	0	0	0	10.0833333333333	0	0	0	0	0	0	15	0	0	0	0	0	17685.625
0159_BD46_77034_20190430_ST	17869	242.75	0	10	44.7325396825396	0	1.5	195.166666666667	47.1166666666667	69.5	34.5833333333333	28.1277777777778	13.4857142857143	47.2291666666666	0.519047619047619	0.35	17.2083333333333	14.05	7	1.75	1.16666666666666	1.16666666666667	34.452380952381	2.58333333333333	0	51.0047619047619	0	0	0.5	0.5	0	0	0	3.36666666666667	0	0	0	0	0	9.25	9.75	0	0	0.583333333333333	0	0	16979.6069444444
0159_AA34_42327_20190109_ST	17704	218.366666666667	0	6.66666666666667	35.2944444444444	0	3	144.883333333333	60.9166666666667	42.8333333333333	31	21.5444444444444	2.66666666666667	25	0	0	13.4166666666667	6.43333333333333	3	1.5	1.75	0.333333333333333	36.5833333333334	7.05	0	59.9	0	0	0	0	0	0	0	2.75	0	0	0	0	0	7.75	4.5	0	0	1.58333333333333	0	0	16965.2777777778
0159_AA34_42335_20190115_ST	16956	190.116666666667	0	8.08333333333334	34.9666666666667	0	1.5	185.2	50.0833333333333	55.4166666666666	28.25	19.8	7.66666666666667	23.5069444444444	0	0	11.4166666666667	5.81666666666667	1.41666666666667	5.25	1	1.33333333333333	28.4166666666667	2	0	54.8	0	0	0.5	0.5	0	0	0	3.08333333333333	0	0	0	0	0	2	2.75	0	0	0	0	0	16231.1263888889
0159_BD46_77025_20181126_ST	16700	275.983333333333	0	6.83333333333333	41.9055555555556	0	1.75	123.15	45.6666666666667	46.35	33.5833333333333	20.6888888888889	5.73333333333333	26.0208333333333	0.1	0	7.875	6.4	3.25	0.5	0.75	0.833333333333333	27.3333333333333	0	0	67.25	0	0	0	0	0	0	0	3	0	0	0	0	0	1	12.25	0	0	0.666666666666667	0	0	15941.1263888889
0159_BC12_41014_20171205_ST	16461	217.416666666667	0	8.08333333333334	40.4928571428571	0	1.25	157.65	48.4583333333333	42	38.1666666666667	20.1833333333333	5.14285714285714	33.2083333333333	0.142857142857143	0	10	6.03333333333333	6.08333333333333	2.5	1	0	29.0833333333333	2	0	54.4666666666667	0	0	0.25	0.25	0	0	0	3.16666666666667	0	0	0	0	0	1	9.5	0	0	1.25	0	0	15722.2214285714
0159_AA34_42138_20190306_ST	16240	226.159523809524	0	13.95	31.5611111111111	0	1.91666666666666	145.15	66.7916666666667	34.8333333333333	55.4166666666667	21.7277777777778	29.8333333333333	56.5416666666667	0.783333333333334	0.25	13.2833333333333	10.9	5.75	8.75	1.5	4.16666666666666	61.5	4.5	0	90.0166666666666	0	0	0.5	0.5	0	0	0	3.5	0	0	0	0	0	10.75	3.25	0	0	0	0	0	15336.2182539683
0159_AA34_42341_20190130_ST	16131	201.75	0	9.25	16.8055555555556	0	0	163.45	37	49	29.5	18.0555555555556	6.83333333333333	23.625	0	0	8.25	3.08333333333333	5.75	1.5	1	0.833333333333333	24.6666666666667	0.25	0	32.2333333333333	0	0	0.25	0.25	0	0	0	3.66666666666667	0	0	0	0	0	1	4.83333333333333	0	0	0.666666666666667	0	0	15487.4972222222
0159_BC12_41019_20171213_ST	16099	242.666666666667	0	8.33333333333333	33.5944444444445	0	8	176	47.7916666666667	42	34.3333333333333	20.4611111111111	7.58333333333333	24.9166666666667	0.2	0	7.5	6.43333333333333	4.25	0.75	0.5	1.5	28.6666666666667	4.98333333333333	0	59.3166666666666	0	0	0	0	0	0	0	3.25	0	0	0	0	0	8.75	11.5	0	0	1.5	0	0	15314.2194444444
0159_AP39_21420_20180801_ST	15342	257.366666666667	0	11.9166666666667	31.6444444444444	0	7.16666666666665	194.733333333333	62.3333333333333	56.4166666666667	32.9166666666667	16.1611111111111	6.11666666666667	29.8611111111111	0.0666666666666666	0	13.175	11.6	4.5	2.85	0.5	0.833333333333333	36.6666666666666	1	0	75	0	0	1	1	0	0	0	3.25	0	0	0	0	0	9.5	9.35	0	0	1	0	0	14464.075
0159_AP39_21418_20180831_ST	14088	168.083333333333	0	7.75	42.2833333333333	0	3.625	126.85	38.9583333333333	38.7666666666666	35.75	14.2833333333333	1.5	23.3541666666667	0	0	9.45833333333333	3.43333333333333	4.75	0	0.5	0.333333333333333	25.5	1.75	0	28.75	0	0	0.5	0.5	0	0	0	2.5	0	0	0	0	0	0	6.5	0	0	0.916666666666667	0	0	13501.4041666667
0159_BC12_41018_20180118_ST	13538	191.783333333333	0	6.75	31.4761904761905	0	2.5	147.033333333333	51.6666666666667	54.85	36.6666666666667	30.0833333333334	3.39285714285714	29.4166666666667	0.142857142857143	0	13.3333333333333	2.25	3.25	1.5	0.25	3.16666666666667	23.1666666666667	2.25	0	38.2666666666667	0	0	0	0	0	0.333333333333333	0	2.58333333333333	0	0	0	0	0	2	5.5	0	0	0.333333333333333	0	0	12854.0547619048
0159_AJ09_750020_20190502_ST	13474	216.766666666667	0	9.75	41.4261904761905	0	3	130.769047619048	46.5	27.6666666666667	29	33.1666666666667	5.84285714285714	31.9444444444444	0.342857142857143	0.25	9.54166666666666	2.16666666666666	4	6.66666666666667	0	1.83333333333333	28.5	3.91666666666667	0	55.25	0	0	0	0	0	0	0	1.91666666666667	0	0	0	0	0	3.25	11.4166666666667	0	0	0	0	0	12769.1162698413
0159_AY44_33068_20171023_ST	12903	183.733333333333	0	5.83333333333333	31.0333333333333	0	1	123.516666666667	43.45	35.4166666666667	18.1666666666667	19.5	2.53333333333333	24.4166666666667	0	0	10.5	5.75	3	1	1	0.666666666666667	22.4166666666667	1.5	0	42.5833333333333	0	0	0	0	0	0	0	0.916666666666667	0	0	0	0	0	3	5.5	0	0	1.66666666666667	0	0	12314.9
0159_AA34_42356_20190203_ST	12840	167.916666666667	0	5.33333333333333	32.5388888888889	0	1	150.1	36.0416666666667	46.3333333333333	17.6666666666667	12.1222222222222	4.16666666666667	25.3958333333333	0	0	9.625	5.35	2.75	1.75	0.5	1.5	23	3.65	0	38.5666666666667	0	0	0.5	0.5	0	0	0	3.66666666666667	0	0	0	0	0	1	1.5	0	0	2.66666666666667	0	0	12244.8597222222
0159_AP39_21711_20181107_ST	12728	162.083333333333	0	8.66666666666667	24.3444444444444	0	2.375	128.116666666667	46.875	55.3333333333333	23.5	21.2611111111111	3.66666666666667	23.6666666666667	0	0	6.25	2.7	4	1.33333333333333	1	0.666666666666667	21.3333333333333	6.3	0	34.8333333333333	0	0	0.25	0.25	0	0	0	1.58333333333333	0	0	0	0	0	0	7.5	0	0	0.25	0	0	12139.8611111111
0159_AA34_42354_20190211_ST	12545	243.4	0	10.8333333333333	51.0690476190476	0	1	217.075	71.3273809523809	27.0833333333333	34.6666666666667	41.0333333333333	41.2761904761905	44.7361111111111	1.56666666666667	0.75	9.375	11.4666666666667	2.75	16.175	0.5	3.66666666666667	41.1428571428572	2.5	0	98.702380952381	0	0	0	0	0	0	0	2.28333333333333	0	0	0	0	0	0	13.925	0	0.333333333333333	0.333333333333333	0	0	11556.0293650794
0159_AA34_42296_20181213_ST	12160	199.616666666667	0	6.33333333333333	22.1777777777778	0	0.5	157.741666666667	44.95	28.8333333333333	20.5833333333333	15.5111111111111	12.25	26.9305555555556	0.233333333333334	0	10.8333333333333	8.61666666666667	2.91666666666667	5.15833333333333	0.75	3.16666666666667	33.3333333333333	2.08333333333333	0	68.95	0	0	0.25	0.25	0	1	0	2.41666666666667	0	0	0	0	0	4.25	6.74166666666666	0	0	2.33333333333333	0	0	11471.2888888889
0159_AA34_42040_20180410_ST	12101	157.166666666667	0	4.33333333333333	24.2984126984127	0	1.5	128.883333333333	35.125	40.8	24.5	13.5388888888889	3.00952380952381	20.1166666666667	0.142857142857143	0	4.75	1.78333333333333	3	0.5	1	0.5	22.6666666666667	1	0	29.8	0	0	0	0	0	0	0	2.66666666666667	0	0	0	0	0	2	4	0	0	1.25	0	0	11572.6686507937
0159_BD46_77066_20200102_ST	11755	137.583333333333	0	5.83333333333333	25.7833333333333	0	3.5	101.816666666667	36.25	27.2666666666667	33.8333333333333	33.3833333333333	2.66666666666667	24.7291666666667	0.0666666666666666	0	9.5	2.06666666666667	2	2	1	1.83333333333333	22.5	0	0	29.7	0	0	0	0	0	0	0	1.16666666666667	0	0	0	0	0	0	1.5	0	0	0.583333333333333	0	0	11248.4375
0159_AP39_21448_20180809_ST	11516	188.983333333333	0	5.5	29.2666666666666	0	3.25	93.1333333333333	41	40	22.5	13.85	0.666666666666666	14.5	0	0	4.91666666666667	5.75	3.25	0.5	0.75	0	14.8333333333333	1.25	0	43.8333333333333	0	0	0	0	0	0	0	0.916666666666667	0	0	0	0	0	3	5.08333333333333	0	0	1.33333333333333	0	0	10977.9333333333
0159_AP39_21661_20181102_ST	11485	197.266666666667	0	9.66666666666665	35.4166666666667	0	0.25	106.4	52.25	39	23.3333333333333	18.25	0.916666666666667	24.875	0	0	8.58333333333334	3.08333333333333	6.16666666666665	1.33333333333333	1	0.5	24.4166666666666	0.333333333333333	0	37.4833333333333	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0.25	7	0	0	0.333333333333333	0	0	10885.3916666667
0159_AA34_42053_20180420_ST	11311	138.166666666667	0	6.08333333333333	30.7206349206349	0	0.25	121.066666666667	30.25	45.2833333333334	23.75	12.6611111111111	4.67619047619048	14.5416666666667	0.142857142857143	0	9.20833333333334	4.31666666666666	4.75	0.5	0.75	1.16666666666667	25.75	2.4	0	31.4166666666667	0	0	0.5	0.5	0	0	0	2.41666666666667	0	0	0	0	0	0	5	0	0	0.916666666666667	0	0	10793.8158730159
0159_AA34_42015_20180329_ST	11270	158.366666666667	0	9.25	28.8055555555556	0	1.625	116.516666666667	38.6666666666667	39.9166666666666	26.1666666666667	22.7666666666667	7.58333333333333	19.2777777777778	0.488888888888889	0.25	5.6	2.51666666666667	4.25	2.75	0.5	0	22.25	4.8	0	44.5	0	0	0.5	0.5	0	0	0	2.16666666666667	0	0	0	0	0	1	4.08333333333333	0	0	0.583333333333333	0	0	10704.3194444444
0159_AA34_42196_20180814_ST	11054	132.283333333333	0	6.75	38.95	0	1.5	112.95	29.875	34.9166666666667	18.3333333333333	23.5	3.08333333333333	26.8333333333333	0.2	0	9.04166666666666	3.61666666666667	5	1.25	0.5	2.66666666666667	16.75	0	0	36.5	0	0	0	0	0	0	0	0.5	0	0	0	0	0	3	1	0	0	0.666666666666667	0	0	10544.3333333333
0159_BD46_77049_20190901_ST	10580	122.9	0	6.08333333333333	23.3555555555556	0	0.5	101	28.6666666666667	48.6666666666667	16.6666666666667	13.5888888888889	2.66666666666666	15.2291666666667	0.1	0	7.91666666666667	3.1	2.75	1	0	0.833333333333333	19.5	1	0	30.4	0	0	1	1	0	0	0	1.91666666666667	0	0	0	0	0	1	5.5	0	0	0.583333333333333	0	0	10123.0763888889
0159_BD46_77003_20190628_ST	10436	153.65	0	7.66666666666667	24.7444444444444	0	3.29166666666667	101.75	37.2916666666667	45.3333333333333	21.25	23.713492063492	8.99999999999999	20.4916666666667	0.266666666666667	0	6.58333333333332	1.73333333333333	4.16666666666667	2.93333333333333	0.75	0	15	3.66666666666667	0	37.0333333333333	0	0	0.5	0.5	0	0.333333333333333	0	2.16666666666667	0	0	0	0	0	2	2.1	0	0	0.666666666666667	0	0	9907.41706349207
0159_AP39_21177_20180111_ST	10387	200.5	0	15.5333333333333	41.0484126984128	0	1	160.3	55.6666666666667	38.5	26.5333333333333	37.9722222222222	40.0095238095238	37.5555555555556	0.776190476190476	0	6	6.56666666666667	5.91666666666667	14.75	0.5	4.5	33.0833333333333	8.4	0	89.05	0	0	2.16666666666667	2.16666666666667	0	1.66666666666667	0	2.08333333333333	0	0	0	0	0	0	12	0	0	0.25	0	0	9542.50476190476
0159_BB02_45001_20190502_ST	10219	240.116666666667	0	39.95	29.9317460317461	0	2.5	205.166666666667	43.6166666666667	41.6666666666666	28.3666666666667	46.1055555555556	20.2428571428571	33.9277777777778	0.799999999999999	0.583333333333333	10	0	11.5	25.9	0.583333333333335	0.5	23.1666666666666	23.1	0	118.719047619048	0	0	1.5	1.5	0	0	0	2.08333333333333	0	0	2.5	0	0	0	26.35	0	0	1	0	0	9237.62301587302
0159_AA34_42019_20180402_ST	9985	144.816666666667	0	5.58333333333333	24.7277777777777	0	0.5	146.533333333333	36.9916666666667	45.4166666666667	18.6666666666667	16.6277777777778	14.3666666666667	25.5902777777778	0.266666666666667	0.5	9.45833333333334	5.58333333333334	1.91666666666666	2.5	0.25	1.66666666666667	23	1	0	44.8333333333333	0	0	0	0	0	0	0	0.333333333333333	0	0	0	0	0	4	2.5	0	0	0.916666666666667	0	0	9406.45416666667
0159_AA34_42020_20180607_ST	9979	176.7	0	4.5	29.2111111111111	0	1.125	146.55	40.5416666666667	31.4333333333333	15.8333333333333	26.2	26.3333333333333	30.7916666666667	0.377777777777777	0	6.20833333333333	7.66666666666667	2.75	6.68333333333333	1.25	1	19.3333333333333	1.25	0	48.7333333333333	0	0	0	0	0	0	0	1.28333333333333	0	0	0	0	0	0	7.43333333333333	0	0	1.41666666666667	0	0	9344.39444444444
0159_AA34_42046_20180413_ST	9696	121.95	0	6.83333333333333	24.2873015873016	0	1.75	93.4833333333333	26.2083333333333	35	24.5	10.3111111111111	3.22619047619048	17.0416666666667	0.142857142857143	0	6.91666666666667	7.4	3.75	2.58333333333333	0.5	1.33333333333333	18.5	2.25	0	28.7333333333333	0	0	0	0	0	0	0	1.58333333333333	0	0	0	0	0	0	6.83333333333333	0	0	1	0	0	9249.88253968254
0159_AA34_42037_20180418_ST	9349	128.45	0	6.33333333333333	21.2222222222222	0	1.625	112.683333333333	26.4583333333333	35.5	10.1666666666667	9.88888888888889	3.16666666666667	14.5416666666667	0	0	5.91666666666667	1.16666666666667	3	1.5	1	1	17.3333333333333	2.23333333333333	0	33.9833333333333	0	0	0	0	0	0	0	2.08333333333333	0	0	0	0	0	0.5	2.5	0	0	0.333333333333333	0	0	8906.41388888889
0159_AP39_21662_20180927_ST	9265	114.9	0	7.41666666666667	18.95	0	2.5	98.15	26.6666666666667	30.6666666666667	18.7666666666667	12.7833333333333	3.16666666666666	11.5	0	0	7.04166666666667	4.06666666666667	4	0.25	0.5	2.83333333333333	11.0833333333333	1.25	0	30.3333333333333	0	0	0	0	0	0	0	2.75	0	0	0	0	0	3	6.5	0	0	0.666666666666667	0	0	8845.25833333334
0159_AA34_42099_20180525_ST	8154	153.616666666667	0	11.5	22.2690476190476	0	0	143.583333333333	33.125	16.8333333333333	25.6666666666667	20.8857142857143	18.4357142857143	37.3472222222222	1.04285714285714	0.25	7.875	6.38333333333333	4.33333333333333	8.2	0.75	1.33333333333333	32.6428571428571	0	0	61.3107142857143	0	0	1.5	1.5	0	0	0	3.16666666666667	0	0	0	0	0	0	8.53333333333333	0	0.333333333333333	0.833333333333333	0	0	7530.74920634921
0159_AP39_21434_20180620_ST	8116	117.4	0	4	22.3111111111111	0	0.125	66.0333333333333	19.5416666666667	25.5833333333333	21.5833333333333	13.8444444444444	1.75	16.4861111111111	0	0	4.875	5.33333333333333	4	0.5	0.125	1.33333333333333	21.1666666666667	0	0	28.4833333333333	0	0	0.5	0.5	0	0.333333333333333	0	1.08333333333333	0	0	0	0	0	3	5	0	0	0.666666666666667	0	0	7730.44166666667
0159_AA34_42018_20180409_ST	8096	105.116666666667	0	4.33333333333334	23.8277777777778	0	0	81.3333333333334	27.125	25.9166666666667	17	25.8944444444444	6.33333333333333	8.75	0.266666666666667	0	4.91666666666667	1.91666666666667	1.16666666666667	0.5	0.75	1	14.6666666666667	0.4	0	17.75	0	0	0	0	0	0	0	1.33333333333333	0	0	0	0	0	3	1	0	0	0	0	0	7721.70277777778
0159_AA34_42039_20180413_ST	7113	123.2	0	9.26666666666667	26.8111111111111	0	1	122.65	35.5833333333333	29	25.75	23.7468253968254	21.6833333333333	20.6805555555556	0.733333333333333	0.25	7.66666666666667	7	3.375	10.525	0.5	1.33333333333333	22.1666666666667	1.83333333333334	0	56.15	0	0	0.166666666666666	0.166666666666666	0	0	0	0.833333333333333	0	0	0	0	0	2	11.35	0	0	0.333333333333333	0	0	6547.24484126984
0159_AA34_42027_20180402_ST	6729	75.2833333333333	0	2.33333333333333	14.2722222222223	0	1.5	63.15	21.625	30.0333333333333	9.33333333333333	14.4388888888889	2.41666666666667	17.0833333333333	0	0	6.25	1.65	1	0	0.25	1.16666666666667	7.58333333333333	2	0	34.2333333333334	0	0	0	0	0	0	0	1.33333333333333	0	0	0	0	0	1	1.33333333333333	0	0	1	0	0	6418.73055555555
0159_AP39_21440_20180706_ST	6721	99.6666666666667	0	3.33333333333333	18.3	0	1.375	82.9666666666667	21.2083333333333	21.8333333333333	18.8333333333333	8.01666666666667	2.2	11	0	0	5.625	4.6	2	0.5	0.5	1	10.8333333333333	1	0	17.25	0	0	0	0	0	0	0	0.916666666666667	0	0	0	0	0	1	4.5	0	0	0.666666666666667	0	0	6381.875
0159_AA34_42232_20181116_ST	6707	61.8333333333333	0	1.5	10.3166666666667	0	0	61.9166666666667	17.5833333333333	14.8333333333333	16.3333333333333	5.65	3.33333333333333	10.9375	0	0	4	1.11666666666667	1.5	0	0	0.333333333333333	9.75000000000001	0.9	0	22.25	0	0	0	0	0	0	0	1.08333333333333	0	0	0	0	0	2	2	0	0	0.666666666666667	0	0	6457.1625
0159_AA34_42369_20190306_ST	6445	83.2	0	6.74166666666667	16.7888888888889	0	2.58333333333333	78.75	24.7083333333333	10	16.0833333333333	17.7222222222222	15.95	41.1111111111111	0.4	0	2.5	0	2.79166666666667	11.45	1.25	1.5	16.1666666666667	2	0	29.4166666666667	0	0	0	0	0	0	0	2.16666666666667	0	0	0	0	0	1	6.75	0	0	1.08333333333333	0	0	6052.88611111111
0159_AY44_33069_20171012_ST	5853	111.5	0	3.79166666666667	14.5833333333333	0	5.5	61.0666666666666	17.8333333333333	17	6.83333333333333	4.21666666666667	5.5	10	0	0	3.68333333333333	3.53333333333333	0.666666666666665	2.29166666666667	0.75	0	10.25	6.75	0	26.9833333333333	0	0	0	0	0	0	0	1.41666666666667	0	0	0	0	0	5.5	2.16666666666667	0	0	0.666666666666667	0	0	5530.51666666666
0159_AA34_42009_20180313_ST	5638	74.0333333333333	0	5.25	9.7611111111111	0	0.5	67.2	17.6666666666667	26.5	9.25	9.1611111111111	7.75	12.625	0.233333333333333	0.25	4.45833333333333	5.63333333333334	1.5	3.91666666666667	0.75	0.333333333333333	12.3333333333333	0	0	20.0333333333333	0	0	0	0	0	0	0	0.833333333333333	0	0	0	0	0	1.5	6.66666666666667	0	0	0	0	0	5339.86111111111
0159_AP39_21444_20180730_ST	5618	61.95	0	3.08333333333333	7.84444444444445	0	0.375	63.2666666666667	20.875	21.5	6.33333333333333	11.5111111111111	3.33333333333333	8.58333333333333	0	0	3.91666666666667	1.53333333333333	1	0.25	0.25	0.833333333333333	11.75	1	0	29.3333333333333	0	0	0	0	0	0.333333333333333	0	0.5	0	0	0	0	0	2	2	0	0	0	0	0	5354.64444444444
0159_AP39_21164_20171206_ST	5197	69.95	0	1.5	14.8333333333333	0	2	53.2333333333333	14.1666666666667	14	9	6.68333333333333	1.66666666666667	6.25	0.1	0	1.75	1.06666666666667	1	0.5	0.25	0	7.08333333333333	1.83333333333333	0	12.75	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1.5	0	0	0.333333333333333	0	0	4972.55
0159_AP39_21443_20180927_ST	4826	80.0666666666667	0	3.25	11.1055555555556	0	0.625	31.4166666666667	14.0416666666667	18.4333333333333	8.49999999999999	6.77222222222222	0.5	7.23611111111111	0	0	3.5	2.43333333333333	2.75	2	0.25	1.83333333333333	6	0	0	16.1666666666667	0	0	0	0	0	0	0	1.41666666666667	0	0	0	0	0	1.75	5	0	0	0.666666666666667	0	0	4600.28611111111
0159_AA34_42128_20190220_ST	4692	82.4166666666667	0	11.65	17.2833333333334	0	1	96.85	25.8333333333333	13.9166666666667	11.3166666666667	10.0666666666667	9.06666666666667	13.4166666666667	0.1	0	5.33333333333333	0	4.25	8	0.166666666666666	0	12.1666666666667	0.75	0	37.3333333333333	0	0	0	0	0	0	0	0.7	0	0	0	0	0	0	14.75	0	0	0.333333333333333	0	0	4315.3
0159_AP39_21157_20171211_ST	4555	65.6	0	2.25	9.16111111111111	0	0.75	42.5833333333333	14.1666666666667	18.1	11.3333333333333	7.86111111111111	2.41666666666667	10.0833333333333	0.633333333333333	0	1.5	1.66666666666667	1.5	0.25	0.25	1.66666666666667	5.91666666666667	0	0	18.0833333333333	0	0	0	0	0	0	0	0.25	0	0	0	0	0	2	2.5	0	0	0	0	0	4334.47777777778
0159_BC12_41022_20180228_ST	4446	58.4833333333333	0	2.33333333333333	13.3611111111111	0	1	41.9166666666667	8.66666666666667	13.6	8.83333333333334	5.02777777777778	2.5	12.9791666666667	0	0	3.41666666666667	0.583333333333333	2	0	0	1.16666666666667	7.66666666666666	0	0	10.5666666666667	0	0	0	0	0	0	0	0.916666666666667	0	0	0	0	0	0	2	0	0	1	0	0	4247.98194444445
0159_AP39_21421_20180706_ST	4092	52.3166666666667	0	1.75	6.39444444444444	0	0.5	34.8166666666667	8.83333333333333	16.7666666666667	11	4.97777777777778	1.08333333333333	3.375	0	0	0.625	1.76666666666667	0.75	0	0.25	0.5	9.74999999999999	0	0	15.1666666666667	0	0	0	0	0	0	0	0.5	0	0	0	0	0	2	0.5	0	0	0.333333333333333	0	0	3918.04444444444
0159_AP39_21038_20171212_ST	3743	57.3333333333333	0	1.33333333333333	7.70555555555555	0	0.5	37.3333333333333	14.8333333333333	10.6	4.5	10.3722222222222	0.476190476190476	9.125	0	0	3.68333333333333	1.56666666666667	1.83333333333333	0	0.75	0	5.41666666666667	1.5	0	13.5833333333333	0	0	0	0	0	0	0	0.5	0	0	0	0	0	2	3	0	0	0	0	0	3555.05436507936
0159_AP39_21024_20171126_ST	3741	55	0	2.83333333333333	11.3444444444444	0	0	36.6666666666667	11.1666666666667	14.6666666666667	6.83333333333333	4.83333333333333	0.666666666666666	6.04166666666667	0.177777777777778	0	1	1.91666666666667	0	1.75	1	0.333333333333333	8.25	0.65	0	11.05	0	0	0.166666666666666	0.166666666666666	0	0	0	0.333333333333333	0	0	0	0	0	1	0.25	0	0	0.333333333333333	0	0	3562.56944444444
0159_AA34_42352_20190207_ST	3654	43.6666666666667	0	2.41666666666667	8.58333333333333	0	1.5	40.0666666666667	14.8333333333333	11.5	6.49999999999999	5.08333333333333	2.16666666666667	6.33333333333333	0	0	0.666666666666667	1.55	1.91666666666666	0	0.75	0	4.58333333333333	0	0	11.25	0	0	0	0	0	0	0	0.583333333333333	0	0	0	0	0	1.25	4	0	0	0.833333333333333	0	0	3483.96666666667
0159_AN08_59015_20180205_ST	3564	58.6666666666667	0	1.91666666666667	16.0555555555555	0	0	57.3666666666667	13.1666666666667	10.3333333333333	8.33333333333333	8.90793650793651	10.45	12.3333333333333	0.433333333333333	0.25	4.41666666666667	1.56666666666667	0.5	5.75	0.25	2	11.25	0.5	0	27	0	0	0	0	0	0	0	1.16666666666667	0	0	0	0	0	0	3.25	0	0	0	0	0	3308.13650793651
0159_AA34_42490_20190926_ST	3502	62.3666666666667	0	2	16.2611111111111	0	0	61.2666666666667	24.875	8.83333333333333	11.0833333333333	13.5666666666667	19.7833333333333	13.4027777777778	0.911111111111109	0	5	3.83333333333333	1.75	6.43333333333333	0.5	1	8.83333333333333	0.5	0	30.0333333333333	0	0	1.16666666666666	1.16666666666666	0	0	0	0.583333333333333	0	0	0	0	0	0	8.68333333333334	0	0	0.25	0	0	3197.91666666667
0159_AB10_101828_20210113_ST	3499	101.833333333333	0	11.45	12.8246031746032	0	0.5	36.2166666666667	20.0416666666667	12.3333333333333	10.6666666666667	12.8888888888889	1.68571428571429	13.1027777777778	1.85238095238095	1.28333333333333	4.45833333333333	0.333333333333333	0.75	7.36666666666667	0.25	0.333333333333333	5.91666666666667	0.333333333333333	0	31.4666666666667	0	0	0.5	0.5	0	0	0	0.25	0	0	0	0	0	1	19.8333333333333	0	0	0	0	0	3189.02896825397
0159_BB02_45001_20190108_ST	3311	41.9166666666667	0	7.41666666666667	7.13333333333333	0	0	34.4166666666667	10.625	3.5	7.83333333333333	3.16666666666667	4.08333333333333	10.2638888888889	0.133333333333333	0	1.6	0.733333333333333	2.16666666666667	1.25	0	1.33333333333333	10.3333333333333	1.66666666666667	0	10.75	0	0	1	1	0	0	0	1.08333333333333	0	0	0	0	0	0	2	0	0	0	0	0	3145.59444444444
0159_AP39_21427_20180920_ST	3272	37.5	0	4.5	8.21666666666667	0	0.25	25.6666666666667	11.625	6.33333333333333	3.41666666666666	5.8	0.5	8.47916666666667	0	0	2.75	3.73333333333333	1.5	0.5	0	0.333333333333333	7.24999999999999	1	0	9.33333333333333	0	0	0	0	0	0	0	1.73333333333333	0	0	0	0	0	0.999999999999999	0	0	0	1	0	0	3129.57916666667
